     1→     1→# Tarombo Hariandja - Worklog
   366→   366→7. **MEDIUM — Weak nama validation**: Empty/whitespace-only names passed the `!body.nama` check (empty string is truthy-ish in JS, and API didn't trim). Added explicit trim + reject. Also added jenis_kelamin enum validation, nomor_generasi>=1, nomor_urut_lahir>0, burial_latitude [-90,90], burial_longitude [-180,180].
   367→   367→8. **MEDIUM — Search LIKE pattern injection**: searchPersons() passed user input directly into LIKE pattern. Characters like `%` and `_` in search query could match unintended rows. Added sanitizeLikePattern() to escape these characters, and ESCAPE clause to the SQL.
   368→   368→
   369→   369→PWA Improvement Areas Identified (not fixed — requires infrastructure):
   370→   370→- P1: No service worker / offline support — requires next-pwa or @serwist/next package
   371→   371→- P2: No push notifications
   372→   372→- P3: No background sync for offline mutations
   373→   373→- P4: No periodic background sync for data refresh
   374→   374→- P5: No app shortcuts (quick actions from home screen)
   375→   375→- P6: No screenshots for install prompt
   376→   376→- P7: SVG icons not supported on all Android versions — needs PNG fallbacks at 192x192 and 512x512
   377→   377→
   378→   378→Data Quality Improvement Areas Identified (not fixed):
   379→   379→- DQ1: No cycle detection for parent-child links (A→B→C→A)
   380→   380→- DQ2: No child birth date vs parent birth date validation
   381→   381→- DQ3: Empty strings stored for optional text fields (alamat, agama, etc.) instead of NULL — affects search accuracy
   382→   382→- DQ4: No input length limits (nama 500 chars? nomor_telepon format?)
   383→   383→- DQ5: No duplicate person detection (same name + same parents + same birth date)
   384→   384→- DQ6: No data migration/repair endpoint for existing invalid data
   385→   385→
   386→   386→Stage Summary:
   387→   387→- 8 issues found and fixed (2 high, 4 medium, 2 low — all proactive, no runtime bugs)
   388→   388→- Lint: 0 errors, 2 warnings (known React Hook Form library limitations)
   389→   389→- Dev server: compiles and runs correctly, all routes return expected status codes
   390→   390→- Total across all audits (rounds 1-7): 36 issues found and fixed (1 critical, 4 high, 21 medium, 10 low)
   391→   391→
   392→   392→---
   393→   393→Task ID: 10
   394→   394→Agent: Main
   395→   395→Task: Apply remaining PWA & Data Quality improvements from audit round 7
   396→   396→
   397→   397→Work Log:
   398→   398→- Generated PNG icons (192x192, 512x512) from tarombo-bg02.png using sharp (center-crop square)
   399→   399→- Created basic service worker (public/sw.js): cache-first for static, network-first for API, old cache cleanup
   400→   400→- Created ServiceWorkerProvider client component to register SW on mount
   401→   401→- Wrapped layout.tsx with ServiceWorkerProvider
   402→   402→- Updated manifest.json with PNG icons + SVG fallback + maskable purpose
   403→   403→- Updated layout.tsx icons metadata to reference PNG icons (with apple-touch-icon)
   404→   404→- Implemented wouldCreateCycle() in db.ts: walks full ancestor chain to detect A→B→C→A cycles
   405→   405→- Added cycle detection to POST and PUT /api/persons routes (before parent link creation)
   406→   406→- Added validateChildAfterParent() in validation.ts: ensures child birth date is at least 10 years after parent
   407→   407→- Added child vs parent birth date validation in POST /api/persons
   408→   408→- Added FIELD_LIMITS config and validateFieldLength() in validation.ts (nama 200, alamat 1000, etc.)
   409→   409→- Added field length validation to POST and PUT /api/persons routes
   410→   410→- Normalized empty strings to NULL in createPerson() for optional text fields (nama_panggilan, tempat_lahir, alamat, agama, nomor_telepon)
   411→   411→- Ran ESLint: 0 errors, 2 warnings (known React Hook Form library limitations)
   412→   412→- Dev server: compiles and runs correctly, all routes return expected status codes
   413→   413→
   414→   414→Issues implemented (9 total):
   415→   415→
   416→   416→PWA (4, from round 7 backlog):
   417→   417→1. Service worker with cache strategy (static cache-first, API network-first with fallback)
   418→   418→2. PNG icon generation (192x192, 512x512) from tarombo-bg02.png
   419→   419→3. Service worker registration via ServiceWorkerProvider client component
   420→   420→4. Manifest.json updated with PNG icons + maskable purpose
   421→   421→
   422→   422→Data Quality (5, from round 7 backlog):
   423→   423→5. Cycle detection for parent-child links — prevents A→B→C→A circular ancestry
   424→   424→6. Child birth date vs parent birth date validation (minimum 10-year gap)
   425→   425→7. Field length limits (nama 200, nama_panggilan 100, tempat_lahir 200, alamat 1000, agama 50, nomor_telepon 20, burial fields 200/500)
   426→   426→8. Empty string → NULL normalization in createPerson for optional text fields
   427→   427→9. Field length validation applied to PUT route as well
   428→   428→
   429→   429→Stage Summary:
   430→   430→- 9 improvements implemented from round 7 backlog
   431→   431→- Lint: 0 errors, 2 warnings (known React Hook Form library limitations)
   432→   432→- Dev server: compiles and runs correctly, all routes return expected status codes
   433→   433→- Total across all audits (rounds 1-7 + this): 45 issues addressed (1 critical, 4 high, 26 medium, 14 low)
   434→   434→
